Job_name,last_update,job_salary,rate,currency,salary_info,Benefits
Kimberly-Clark Senior Data Scientist Salaries,14/Feb/2021,"$111,712 - $120,449",/yr,(USD),"Senior Data Scientist salaries at Kimberly-Clark can range from $111,712-$120,449. This estimate is based upon 1 Kimberly-Clark Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",
Standard Chartered Global Business Services Senior Data Scientist Salaries,26/Mar/2021,"$147,050 - $160,998",/yr,(USD),"Senior Data Scientist salaries at Standard Chartered Global Business Services can range from $147,050-$160,998. This estimate is based upon 1 Standard Chartered Global Business Services Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",
Alcoa Senior Data Scientist Salaries,4/Apr/2020,"$111,388 - $119,693",/yr,(USD),"Senior Data Scientist salaries at Alcoa can range from $111,388-$119,693. This estimate is based upon 1 Alcoa Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Retiree Health & Medical,Accidental Death & Dismemberment Insurance,Pension Plan,401K Plan,Retirement Plan,Performance Bonus,Stock Options,Maternity & Paternity Leave,Adoption Assistance,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Employee Assistance Program,Mobile Phone Discount,Diversity Program,Job Training,Professional Development,Tuition Assistance"
Apple Vacations Senior Data Scientist Salaries,6/Sep/2016,"$89,154 - $97,111",/yr,(USD),"Senior Data Scientist salaries at Apple Vacations can range from $89,154-$97,111. This estimate is based upon 1 Apple Vacations Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Vacation & Paid Time Off,Paid Holidays,Employee Discount"
Eyeview Senior Data Scientist Salaries,17/Feb/2021,"$134,021 - $144,491",/yr,(USD),"Senior Data Scientist salaries at Eyeview can range from $134,021-$144,491. This estimate is based upon 1 Eyeview Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Free Lunch or Snacks"
Intrexon Senior Data Scientist Salaries,22/Jan/2021,"$150,240 - $164,657",/yr,(USD),"Senior Data Scientist salaries at Intrexon can range from $150,240-$164,657. This estimate is based upon 1 Intrexon Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",
DS-IQ Senior Data Scientist Salaries,10/Sep/2015,"$128,370 - $138,201",/yr,(USD),"Senior Data Scientist salaries at DS-IQ can range from $128,370-$138,201. This estimate is based upon 1 DS-IQ Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",Health Insurance
GuruCul Senior Data Scientist Salaries,3/Mar/2020,"$132,238 - $145,191",/yr,(USD),"Senior Data Scientist salaries at GuruCul can range from $132,238-$145,191. This estimate is based upon 1 GuruCul Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Vacation & Paid Time Off,Free Lunch or Snacks"
The Broad Institute Senior Data Scientist Salaries,6/Apr/2021,"$143,098 - $154,040",/yr,(USD),"Senior Data Scientist salaries at The Broad Institute can range from $143,098-$154,040. This estimate is based upon 1 The Broad Institute Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),401K Plan,Retirement Plan,Maternity & Paternity Leave,Adoption Assistance,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Gym Membership,Commuter Checks & Assistance,Mobile Phone Discount,Tuition Assistance"
Nestlé Purina U.S. Senior Data Scientist Salaries,5/Apr/2021,"$103,582 - $111,832",/yr,(USD),"Senior Data Scientist salaries at Nestlé Purina U.S. can range from $103,582-$111,832. This estimate is based upon 1 Nestlé Purina U.S. Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Occupational Accident Insurance,Health Care On-Site,Mental Health Care,Retiree Health & Medical,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Adoption Assistance,Childcare,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Paid Holidays,Bereavement Leave,Employee Discount,Employee Assistance Program,Gym Membership,Pet Friendly Workplace,Mobile Phone Discount,Company Social Events,Legal Assistance,Diversity Program,Job Training,Professional Development,Tuition Assistance"
EMC Insurance Senior Data Scientist Salaries,27/Jan/2021,"$119,599 - $128,686",/yr,(USD),"Senior Data Scientist salaries at EMC Insurance can range from $119,599-$128,686. This estimate is based upon 1 EMC Insurance Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Pension Plan,401K Plan,Employee Stock Purchase Plan,Vacation & Paid Time Off,Paid Holidays,Volunteer Time Off,Professional Development"
L.A. Care Health Plan Data Scientist Salaries,29/Jun/2020,"$133,265 - $144,150",/yr,(USD),"Data Scientist salaries at L.A. Care Health Plan can range from $133,265-$144,150. This estimate is based upon 1 L.A. Care Health Plan Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Health Savings Account (HSA),Accidental Death & Dismemberment Insurance,Retirement Plan,Vacation & Paid Time Off,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Assistance Program,Tuition Assistance"
Walden University Data Scientist Salaries,18/Jan/2021,"$84,905 - $90,964",/yr,(USD),"Data Scientist salaries at Walden University can range from $84,905-$90,964. This estimate is based upon 1 Walden University Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Scientist salaries to learn how this stacks up in the market.",Health Insurance
Bartech Staffing Data Scientist Salaries,3/Oct/2019,"$96,147 - $104,640",/yr,(USD),"Data Scientist salaries at Bartech Staffing can range from $96,147-$104,640. This estimate is based upon 1 Bartech Staffing Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Vision Insurance,Life Insurance,401K Plan,Maternity & Paternity Leave,Work From Home,Military Leave,Family Medical Leave,Vacation & Paid Time Off,Employee Discount,Employee Assistance Program,Job Training,Professional Development"
Innovid Data Scientist Hourly Pay,15/Apr/2020,$57 - $62,/hr,(USD),Data Scientist salaries at Innovid can range from $57-$62. This estimate is based upon 1 Innovid Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Scientist salaries to learn how this stacks up in the market.,"Health Insurance,Dental Insurance,Flexible Spending Account (FSA),401K Plan,Performance Bonus,Maternity & Paternity Leave,Fertility Assistance,Reduced or Flexible Hours,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Free Lunch or Snacks"
Lubrizol Data Scientist Salaries,3/Apr/2020,"$102,081 - $112,421",/yr,(USD),"Data Scientist salaries at Lubrizol can range from $102,081-$112,421. This estimate is based upon 1 Lubrizol Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Scientist salaries to learn how this stacks up in the market.",
Electric Power Research Institute (EPRI) Data Scientist Salaries,7/May/2018,"$53,973 - $58,908",/yr,(USD),"Data Scientist salaries at Electric Power Research Institute (EPRI) can range from $53,973-$58,908. This estimate is based upon 1 Electric Power Research Institute (EPRI) Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Scientist salaries to learn how this stacks up in the market.",
Wake Forest University Data Scientist Salaries,29/Nov/2020,"$94,380 - $102,981",/yr,(USD),"Data Scientist salaries at Wake Forest University can range from $94,380-$102,981. This estimate is based upon 1 Wake Forest University Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Scientist salaries to learn how this stacks up in the market.",
Bitly Data Scientist Salaries,10/Feb/2020,"$89,113 - $95,321",/yr,(USD),"Data Scientist salaries at Bitly can range from $89,113-$95,321. This estimate is based upon 1 Bitly Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Retirement Plan,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Sick Days,Employee Discount,Free Lunch or Snacks"
Better.com Data Scientist Salaries,18/Mar/2021,"$143,679 - $155,567",/yr,(USD),"Data Scientist salaries at Better.com can range from $143,679-$155,566. This estimate is based upon 1 Better.com Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Health Savings Account (HSA),401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks"
Hankook Tire Data Scientist Salaries,3/Apr/2020,"$107,125 - $113,939",/yr,(USD),"Data Scientist salaries at Hankook Tire can range from $107,125-$113,939. This estimate is based upon 1 Hankook Tire Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Scientist salaries to learn how this stacks up in the market.",
